ID,Age,Education,MaritalStatus,Income,KidsHousehold,TeensHousehold,NWebPurchases,NStorePurchases,AcceptedCampaign,Complaint,SpendProducts
1645,43,Master,Married,55842,0,1,7,8,0,0,39
320,48,PhD,Married,62010,0,1,6,7,0,0,67
1841,43,Bachelor,Married,41124,1,0,7,4,0,0,106
38,47,Master,Married,38961,1,0,2,2,0,0,26
2989,48,Master,Divorced,37760,1,0,2,3,0,0,18
823,46,Bachelor,Single,32233,1,0,6,2,1,0,75
1773,45,Bachelor,Married,43057,0,1,4,5,0,0,46
3036,60,Master,Married,83151,0,0,5,4,0,0,248
1238,56,PhD,Divorced,78825,0,0,5,13,0,0,357
827,44,Master,Married,65104,0,1,3,7,0,0,245
400,46,Bachelor,Married,60093,0,1,7,10,0,0,137
2911,51,Bachelor,Married,14045,1,0,1,3,0,0,7
2027,68,Master,Widow,28457,0,0,4,4,0,0,138
2294,62,PhD,Married,78952,0,1,2,12,0,0,712
206,44,Bachelor,Divorced,46310,1,0,6,5,0,0,105
1103,65,Bachelor,Married,76005,0,0,3,13,1,0,649
728,56,Master,Single,58308,0,1,2,3,0,0,79
713,76,PhD,Divorced,55614,0,0,9,6,1,0,152
1836,58,Master,Divorced,59432,0,1,5,11,0,0,315
1898,42,Bachelor,Divorced,55563,0,1,2,3,0,0,12
868,49,PhD,Married,78642,0,1,4,4,0,0,368
326,71,PhD,Married,67911,0,1,6,11,0,0,419
2127,76,Bachelor,Married,65275,0,0,4,13,0,0,323
2699,70,Bachelor,Married,27203,1,1,1,2,0,0,27
1135,59,Master,Married,48330,0,1,1,3,0,0,4
188,30,Diploma,Married,24279,0,0,4,3,0,0,77
1308,35,PhD,Married,64355,1,0,4,12,0,0,207
179,64,Master,Married,50943,0,1,1,3,0,0,9
519,67,Bachelor,Widow,53653,0,0,10,12,0,0,277
2833,44,Bachelor,Married,65665,0,1,5,8,0,0,655
349,31,Bachelor,Single,81217,0,0,3,11,0,0,540
1365,28,Bachelor,Married,34935,0,0,2,4,0,0,73
548,61,Bachelor,Divorced,61250,0,1,5,12,0,0,263
1128,39,PhD,Married,39665,1,0,4,3,1,0,57
1790,41,Bachelor,Single,60152,0,1,6,12,0,0,469
1242,56,Bachelor,Married,48920,0,1,6,5,1,0,93
1978,61,Master,Married,89120,0,0,5,7,1,0,572
1975,74,PhD,Married,44124,0,1,6,5,0,0,55
187,45,Master,Single,81169,0,0,5,9,0,0,713
2510,59,Bachelor,Married,36443,1,1,3,3,0,0,50
2217,30,Bachelor,Single,26095,1,0,1,3,0,0,19
2603,61,Bachelor,Married,71367,0,0,4,7,0,0,454
1891,76,Master,Married,80184,0,0,6,10,1,0,829
1749,55,Bachelor,Divorced,30630,1,1,2,3,0,0,15
1301,33,Master,Single,73454,0,0,2,6,1,0,480
2141,29,Bachelor,Married,42691,0,0,5,6,0,0,104
454,67,Bachelor,Married,70503,0,0,2,9,1,0,249
1961,33,Bachelor,Married,25545,1,0,2,3,0,0,81
2827,34,Bachelor,Married,32880,1,0,1,3,0,0,26
673,62,PhD,Married,77863,0,0,4,10,0,0,373
104,43,Master,Married,50353,0,0,4,6,0,0,235
273,56,Bachelor,Single,61839,0,0,4,4,0,0,758
1957,60,PhD,Married,49154,1,1,4,8,0,0,107
1351,45,Master,Widow,47682,0,1,4,8,0,0,241
655,51,Bachelor,Single,72679,0,1,4,5,0,0,441
818,43,Master,Married,57954,1,1,8,6,1,0,28
2249,58,Bachelor,Married,65316,1,1,3,5,0,0,101
72,38,Bachelor,Single,28567,1,0,2,3,0,0,27
1168,69,Master,Married,47352,0,1,6,5,0,0,132
2388,53,Bachelor,Married,44931,0,1,2,3,0,0,11
89,53,Bachelor,Divorced,76982,0,0,8,4,1,0,508
1195,68,Master,Married,57247,0,1,2,7,0,0,73
2162,39,Master,Single,22944,1,0,3,3,0,0,26
1543,43,Master,Married,25315,1,0,3,3,0,0,28
1034,51,Bachelor,Widow,43638,0,1,4,4,0,0,100
836,36,PhD,Single,42710,1,0,4,3,0,0,49
575,38,PhD,Married,84169,0,0,7,6,1,0,422
2503,44,Bachelor,Married,54058,0,1,4,8,0,0,302
1656,30,Master,Married,24683,1,0,2,4,0,0,20
2060,56,Bachelor,Widow,85620,0,0,3,4,0,0,1031
2753,40,Bachelor,Married,47850,1,0,3,4,0,0,70
500,52,Bachelor,Married,19514,1,1,3,2,1,0,26
286,47,Master,Married,27159,1,1,1,3,0,0,3
1272,57,Master,Single,39548,1,1,1,3,0,0,17
2665,31,Bachelor,Single,21474,1,0,3,2,1,0,51
1415,49,PhD,Single,60504,0,1,6,8,0,0,30
1881,57,Bachelor,Married,22419,0,0,3,2,0,0,69
1724,71,Master,Married,81698,0,0,3,13,0,0,659
2149,68,Bachelor,Married,43462,1,1,4,5,0,0,129
842,42,PhD,Single,54880,1,0,6,11,0,0,324
2073,38,Bachelor,Married,79908,0,0,5,7,1,0,919
1660,50,Master,Married,15315,0,0,2,4,0,0,32
2311,61,Bachelor,Married,87771,0,1,5,4,1,0,375
591,42,Bachelor,Married,33039,1,0,2,4,0,0,28
1153,40,Bachelor,Single,81741,0,0,6,7,0,0,1151
1011,49,Master,Married,71499,0,1,8,13,0,0,293
960,50,Master,Married,62466,0,1,6,12,0,0,556
834,57,PhD,Divorced,48799,0,1,3,7,0,0,127
812,70,PhD,Married,52157,0,1,3,5,0,0,34
1130,58,Bachelor,Single,66565,0,1,4,9,0,0,236
2696,69,Master,Married,29298,1,1,1,2,0,0,4
1766,41,Bachelor,Single,47691,0,1,1,2,0,0,3
2390,50,Bachelor,Married,38200,1,1,1,2,0,0,4
1515,46,Bachelor,Married,44989,0,1,5,5,0,0,155
2810,52,PhD,Married,38443,1,1,1,3,0,0,5
47,42,Master,Single,38593,1,0,4,3,0,0,78
2707,50,PhD,Married,64413,0,1,5,5,0,0,49
1958,39,Master,Married,36959,1,0,2,3,0,0,37
1795,43,PhD,Married,61996,0,1,6,8,1,0,156
850,52,Bachelor,Married,51287,1,1,4,3,0,0,35
673,50,Bachelor,Married,13260,1,1,3,3,0,0,31
1832,54,PhD,Married,47472,1,1,2,4,0,0,11
838,64,Master,Married,54603,1,1,4,4,0,0,76
737,46,PhD,Married,45207,1,1,3,6,1,0,10
985,69,Bachelor,Married,40689,0,1,7,5,0,0,69
509,53,Master,Married,47821,1,1,1,3,0,0,22
2757,69,Master,Married,27450,0,0,2,3,0,0,43
889,37,Bachelor,Married,39453,1,0,2,3,0,0,7
3045,49,Master,Married,26850,1,1,2,4,0,0,21
2577,65,Bachelor,Widow,79800,0,0,5,5,1,0,583
1163,59,Master,Married,61794,0,1,4,10,0,0,289
1933,65,Bachelor,Married,53863,0,1,7,7,1,0,40
2116,61,Bachelor,Married,24221,0,0,1,3,0,0,20
1112,36,PhD,Single,39684,1,0,2,2,0,1,41
3049,45,Master,Married,92163,0,0,5,5,1,0,1086
2792,55,Master,Single,69882,0,0,3,9,0,0,894
1860,43,Bachelor,Married,33178,1,0,1,3,0,0,19
2338,48,PhD,Married,59973,0,0,3,7,0,0,218
2312,45,Master,Married,17459,1,0,3,2,0,0,23
1920,51,Bachelor,Divorced,23910,1,0,2,3,0,0,37
389,51,Master,Married,42169,1,1,1,3,0,0,9
2175,42,Master,Married,26224,1,0,2,3,0,0,35
2771,39,Bachelor,Married,31089,1,0,3,4,0,0,36
2697,59,Bachelor,Single,30081,0,1,1,3,0,0,2
1757,60,Bachelor,Married,62807,0,1,5,12,0,0,173
1305,65,Bachelor,Single,72906,0,0,3,9,0,0,622
3033,72,PhD,Married,61467,0,1,5,10,0,0,130
792,54,Master,Married,49618,1,1,3,3,0,0,33
2472,34,Master,Single,21888,1,0,5,2,0,0,58
1722,47,Bachelor,Widow,42429,0,1,1,3,0,0,8
1890,64,Bachelor,Divorced,26150,1,1,1,3,0,0,17
1333,45,Diploma,Married,30801,0,1,1,3,0,0,24
214,55,Bachelor,Married,81168,0,0,6,7,1,0,739
419,51,Master,Single,26877,0,0,3,6,0,0,109
1571,76,Master,Widow,45006,0,0,3,7,0,0,94
561,47,Diploma,Married,18978,1,0,1,3,0,0,13
1152,53,Bachelor,Married,22574,1,1,2,3,0,0,10
2994,51,PhD,Single,48240,0,0,6,13,0,0,403
1880,46,Bachelor,Married,45837,1,1,6,5,0,0,117
1590,55,Master,Single,35791,1,1,1,3,0,0,5
1637,44,PhD,Married,162397,1,1,0,1,0,0,19
2204,42,Bachelor,Widow,54162,1,1,1,3,0,0,22
898,60,Master,Married,30522,0,1,1,9,0,0,110
2621,59,PhD,Married,54456,0,1,6,7,0,0,37
631,49,Bachelor,Single,31632,0,0,2,2,0,0,31
2543,71,Bachelor,Widow,72298,0,0,4,6,1,0,262
939,42,Master,Single,36975,1,0,1,3,0,0,17
1995,65,Master,Married,72635,0,0,6,6,1,0,449
1977,44,Bachelor,Married,13624,1,0,2,3,0,0,19
1432,45,Bachelor,Single,84196,0,1,8,7,0,0,801
1662,60,Bachelor,Married,70971,0,1,11,5,0,0,682
1208,43,PhD,Divorced,34487,1,1,3,3,0,0,75
2505,43,Bachelor,Single,28769,1,0,4,4,0,0,144
1924,50,PhD,Married,69084,1,0,7,13,0,0,345
2578,62,PhD,Married,65488,0,0,3,6,0,0,288
1031,50,Master,Married,62466,0,1,6,12,0,0,556
1283,60,Master,Single,32218,0,0,2,3,1,0,52
958,47,Bachelor,Single,83917,0,0,6,7,0,0,796
1409,58,Bachelor,Divorced,46102,1,1,1,2,0,0,1
2138,68,Bachelor,Single,84574,0,0,9,11,0,0,771
923,58,Bachelor,Married,56181,0,1,4,7,0,0,180
242,70,Master,Divorced,63120,0,1,8,9,0,0,402
2380,49,Bachelor,Married,73691,0,1,6,8,1,0,356
242,60,Bachelor,Married,63381,0,1,4,13,0,0,225
1131,72,PhD,Married,76140,0,0,5,6,0,0,736
1908,61,PhD,Divorced,62859,0,1,9,6,0,0,207
850,56,Bachelor,Single,45906,0,1,5,4,1,0,34
1649,73,Master,Married,77632,0,0,4,6,1,0,863
2312,49,PhD,Married,46463,1,1,3,6,0,0,50
1588,50,Bachelor,Married,105471,0,0,9,13,1,0,487
2212,50,Master,Divorced,55282,1,0,3,6,0,0,87
27,43,Master,Married,78710,0,1,7,12,0,0,271
1601,62,Bachelor,Married,66886,0,1,7,7,0,0,107
795,60,Master,Single,98777,0,0,4,9,1,0,855
2067,35,Bachelor,Married,29103,1,0,1,3,0,0,23
1181,46,Bachelor,Married,67445,0,1,9,12,0,0,326
2055,70,PhD,Married,50616,0,1,1,4,0,0,27
1720,65,Bachelor,Divorced,49431,0,1,7,5,0,0,129
1586,45,Bachelor,Divorced,153924,0,0,0,0,0,0,3
1124,67,Bachelor,Married,61278,0,1,3,4,0,0,33
1190,62,Master,Married,26490,0,0,3,5,0,0,120
617,73,PhD,Married,73059,0,1,9,13,0,0,532
1245,54,PhD,Single,46734,1,1,3,3,1,0,46
2371,57,Bachelor,Married,56253,0,1,7,9,0,0,72
1502,35,Bachelor,Married,19986,1,0,0,3,0,0,11
45,45,Bachelor,Widow,58330,0,1,6,13,0,0,370
292,40,Diploma,Married,25965,0,0,2,3,0,0,54
174,64,Master,Married,14661,0,0,1,3,0,0,18
2880,61,Bachelor,Married,18690,0,0,1,2,0,0,31
2643,46,PhD,Married,45068,0,1,1,2,0,0,3
2739,33,Diploma,Single,21063,1,0,2,3,0,0,40
347,52,PhD,Married,29187,1,0,1,3,0,0,6
400,49,Master,Married,54690,1,1,3,5,0,0,60
2000,56,PhD,Married,59304,0,1,7,10,0,0,569
2723,58,Master,Single,59247,0,1,5,9,0,0,150
1800,50,Bachelor,Widow,66731,0,1,4,6,0,0,411
1549,40,Bachelor,Married,77353,0,1,6,8,0,0,235
1529,45,PhD,Single,52614,0,1,2,8,0,0,154
1144,46,Bachelor,Married,26751,1,0,1,2,0,0,6
576,57,PhD,Married,81300,0,1,10,5,1,0,189
1821,41,Bachelor,Single,70337,0,0,2,12,0,0,255
124,35,Master,Married,36145,1,0,4,3,1,0,97
1953,40,PhD,Single,65295,0,0,3,13,0,0,183
280,57,Bachelor,Divorced,68118,0,1,8,4,0,0,156
2033,53,Bachelor,Divorced,68743,0,0,11,13,0,0,693
638,38,Master,Married,41039,0,0,8,5,0,0,327
2658,65,Bachelor,Married,38946,0,1,3,6,0,0,94
860,53,Bachelor,Married,65777,0,0,2,6,0,0,495
22,44,PhD,Divorced,66476,0,1,5,11,0,0,191
1250,48,PhD,Single,86857,0,0,5,10,0,0,1073
229,38,PhD,Married,160803,0,0,0,1,0,0,1655
2981,31,PhD,Married,77845,0,0,3,12,1,0,520
1375,51,PhD,Married,69476,0,0,4,4,0,0,708
1393,60,PhD,Divorced,50611,0,1,4,7,1,0,30
1486,50,Bachelor,Single,61209,0,0,5,4,0,0,343
638,62,Master,Married,42315,0,1,1,4,0,0,112
2549,68,Diploma,Married,13084,0,0,1,3,0,0,10
2641,71,Master,Widow,47570,1,1,2,2,0,0,21
1543,59,Master,Married,61923,0,1,2,4,0,0,25
1100,25,Bachelor,Single,34824,0,0,1,2,0,0,15
1585,71,PhD,Single,26518,1,1,2,3,0,0,32
2954,59,Bachelor,Single,45938,0,0,8,6,0,0,251
577,60,Bachelor,Married,78468,0,0,10,10,1,0,514
165,47,Bachelor,Divorced,78901,0,1,9,5,0,0,353
1969,42,Bachelor,Married,71427,1,0,8,8,0,0,315
1642,42,Bachelor,Divorced,71022,0,1,5,11,1,0,290
1247,32,Master,Single,90247,0,0,3,7,1,0,405
2715,52,Master,Divorced,41335,1,0,4,4,0,0,56
2780,34,Bachelor,Married,71952,1,0,8,8,1,0,587
2692,50,PhD,Divorced,35682,1,0,1,3,0,0,14
1176,69,Bachelor,Divorced,43185,0,1,9,6,0,0,64
2359,72,PhD,Married,66375,0,1,2,5,1,0,45
2622,49,Master,Married,35178,1,0,1,2,1,0,16
607,34,Bachelor,Married,25252,1,0,1,2,0,0,9
505,55,Master,Single,55250,0,1,7,10,0,0,173
2786,45,Bachelor,Single,33249,1,0,2,3,0,0,50
1401,67,Bachelor,Married,58398,0,0,5,8,0,0,227
1074,38,Bachelor,Married,50272,1,0,4,5,0,0,122
3047,45,PhD,Married,76618,0,0,3,5,0,0,455
2580,60,Master,Divorced,87305,0,0,5,8,1,0,589
1508,42,Bachelor,Married,25851,1,0,2,3,0,0,29
1199,50,Bachelor,Divorced,58710,0,1,11,9,0,0,449
106,62,Bachelor,Single,45160,1,1,1,2,0,0,10
2433,55,Master,Married,74806,0,1,5,5,0,0,258
1587,66,Bachelor,Married,59111,0,0,11,8,0,0,162
1701,36,PhD,Married,18988,1,0,1,3,0,0,8
664,55,Bachelor,Married,72190,0,0,5,4,0,0,935
2224,44,Bachelor,Married,7500,1,0,4,2,1,0,25
3003,54,Bachelor,Married,44794,0,1,2,3,0,0,7
2033,65,Bachelor,Married,80395,0,0,6,12,1,0,811
593,44,Master,Divorced,75012,0,0,3,11,0,0,524
1842,55,Master,Married,56962,1,1,6,5,0,0,90
2964,29,Bachelor,Married,89891,0,0,11,8,1,0,213
2066,71,PhD,Divorced,35946,1,1,0,3,0,0,3
292,67,PhD,Married,53593,1,1,7,6,0,0,88
2127,42,Bachelor,Married,66373,1,1,4,10,0,0,145
207,72,PhD,Divorced,45072,1,1,6,4,0,0,108
1933,47,Bachelor,Divorced,89694,1,1,4,4,1,0,276
1949,71,Bachelor,Married,72025,0,0,4,13,1,0,660
1238,47,Bachelor,Married,67432,0,1,8,4,0,0,597
1082,68,Master,Married,70545,0,1,4,7,0,0,157
780,31,Diploma,Married,17487,1,0,1,2,0,0,8
1871,51,Bachelor,Married,62882,0,1,7,6,0,0,708
1257,67,PhD,Single,64108,0,1,6,11,0,0,109
1191,64,Master,Married,34941,1,1,3,3,0,0,31
1142,70,PhD,Single,48767,1,1,2,3,0,0,25
2748,42,Master,Married,38702,1,0,3,4,0,0,48
958,56,Bachelor,Married,82224,0,0,6,5,1,0,524
1124,68,Bachelor,Married,83844,0,0,4,11,1,0,451
2429,45,Master,Married,17003,1,0,2,4,0,0,21
1499,25,Bachelor,Single,71163,0,0,3,12,0,0,527
353,50,Bachelor,Single,33697,1,0,1,2,1,0,10
1160,66,Master,Married,63564,0,0,10,7,1,0,347
1856,48,PhD,Married,83443,0,0,6,5,0,0,839
1835,62,PhD,Married,51518,0,1,3,10,0,0,91
2499,45,Bachelor,Widow,58330,0,1,6,13,0,0,370
2172,51,Bachelor,Married,80952,0,0,8,11,1,0,908
2477,41,Bachelor,Married,75507,0,0,8,6,0,0,571
2583,42,Master,Married,63855,0,0,7,13,0,0,442
1,48,PhD,Married,62220,0,1,7,5,0,0,403
1949,56,Bachelor,Married,58512,0,1,3,8,0,0,124
1032,41,Master,Married,40662,1,0,2,3,0,0,25
955,61,PhD,Married,38829,0,1,3,2,0,0,7
2593,39,Master,Married,35523,1,0,3,3,0,0,39
1941,53,Bachelor,Single,79146,1,1,8,8,0,0,260
787,32,Master,Married,78285,0,0,6,10,0,0,673
2563,42,PhD,Single,31626,1,0,2,2,1,0,12
2836,68,Bachelor,Single,75127,0,0,2,5,0,0,386
2684,65,Bachelor,Married,48726,0,1,3,4,0,0,45
967,43,Bachelor,Married,74985,0,0,3,7,0,0,1196
1330,33,Bachelor,Married,67430,0,0,11,12,0,0,515
407,55,Master,Married,46891,0,1,2,4,0,0,64
1243,64,Master,Married,62058,0,1,6,7,0,0,91
2620,41,Bachelor,Married,72063,0,1,5,12,0,0,456
702,69,PhD,Married,78939,0,0,8,6,0,0,508
2523,55,Bachelor,Single,42720,1,1,7,7,0,0,124
3064,48,Bachelor,Married,33622,1,1,2,4,0,0,26
1359,63,PhD,Married,6835,0,1,0,1,0,0,16
261,67,Bachelor,Married,41452,1,1,1,2,0,0,3
995,55,PhD,Single,40760,0,1,2,3,0,0,17
2037,62,PhD,Married,74250,0,0,2,4,0,0,478
2025,65,Master,Single,51124,1,1,1,3,0,0,12
767,49,Bachelor,Single,72258,0,1,6,5,0,0,749
1846,46,PhD,Single,71466,0,0,4,10,0,0,636
2602,44,Bachelor,Married,36283,1,1,1,3,0,0,18
3012,50,Bachelor,Single,20587,1,0,1,2,0,0,13
552,48,Bachelor,Married,30467,1,0,1,2,0,0,13
2241,48,Bachelor,Married,31590,1,0,1,3,0,0,23
2451,34,Diploma,Married,20425,1,0,2,3,0,0,20
1415,60,Master,Married,17144,1,1,3,4,0,0,21
1002,52,PhD,Divorced,42564,0,1,6,4,1,0,273
1889,42,Master,Married,43783,1,0,7,8,1,0,159
2660,44,Bachelor,Divorced,40780,0,1,7,5,0,0,111
1106,75,Master,Married,62847,0,0,3,4,0,0,954
449,63,PhD,Married,82017,0,0,5,7,1,0,499
105,70,Bachelor,Single,16813,0,0,2,3,1,0,31
3004,42,Bachelor,Married,51267,1,1,3,5,0,0,73
1331,59,Bachelor,Single,46524,0,1,1,5,0,0,80
995,58,Master,Single,45183,0,0,4,7,1,0,75
3039,66,PhD,Married,70421,0,1,10,7,0,0,239
905,55,Master,Divorced,60161,0,1,11,8,0,0,302
1944,47,Bachelor,Married,73926,0,0,6,12,0,0,847
1263,52,Bachelor,Married,19329,1,0,4,3,0,0,29
1870,50,Master,Married,61872,0,1,4,9,0,0,200
1235,64,Bachelor,Widow,46984,1,1,1,3,0,0,13
3016,69,Bachelor,Married,34838,1,1,2,4,0,0,81
2033,76,PhD,Single,82716,0,0,6,13,0,0,391
2350,62,Bachelor,Married,48192,0,0,2,12,1,0,400
1756,44,Master,Married,49681,0,1,7,7,0,0,26
912,49,Master,Married,56850,0,1,1,3,0,0,22
704,63,Bachelor,Married,55267,0,1,3,6,0,0,196
1108,48,Bachelor,Married,59666,1,1,3,8,1,0,254
163,48,Bachelor,Single,72504,0,1,5,6,0,0,619
1518,39,Bachelor,Married,26872,0,0,1,2,0,0,21
1343,48,Bachelor,Single,21359,1,0,2,3,0,0,25
1390,45,Bachelor,Single,73170,0,0,5,6,0,0,480
317,65,Master,Married,52750,0,1,5,9,0,0,329
1347,34,PhD,Married,91820,0,0,5,12,0,0,896
2540,50,PhD,Married,65968,0,1,5,7,0,0,111
302,44,Bachelor,Married,30772,1,1,1,2,0,0,8
2455,66,Bachelor,Single,22507,0,0,10,4,0,0,277
2590,48,Bachelor,Married,65685,0,1,9,9,0,0,63
75,42,Master,Married,25804,1,0,2,3,0,0,29
2956,40,PhD,Single,76412,0,0,5,8,1,0,880
876,48,Bachelor,Married,22063,1,0,2,3,0,0,26
2756,59,Bachelor,Single,57091,0,0,7,7,1,0,76
2677,57,Bachelor,Married,22419,0,0,3,2,0,0,69
2589,61,Bachelor,Married,87771,0,1,5,4,1,0,375
2992,61,Master,Divorced,78353,0,1,10,11,0,0,637
1087,66,Bachelor,Married,93404,1,1,3,7,1,0,322
681,58,Bachelor,Divorced,37859,1,1,1,3,0,0,11
178,62,PhD,Widow,80995,0,1,8,4,0,0,510
3058,36,Bachelor,Married,16529,1,0,1,3,0,0,18
302,44,PhD,Divorced,55412,1,1,2,3,0,0,44
1098,28,Bachelor,Single,48789,0,0,6,7,0,0,179
63,53,PhD,Married,56575,0,1,7,7,0,0,95
982,40,Master,Married,25130,1,0,2,3,0,0,12
1168,53,Bachelor,Married,35441,1,1,1,3,0,0,12
723,64,Bachelor,Married,71391,0,1,6,12,0,0,443
1411,48,Master,Single,49494,1,0,6,5,0,0,106
1401,40,Bachelor,Divorced,81702,0,0,7,12,0,0,852
498,40,Master,Single,45889,0,1,1,3,0,0,6
1212,43,Bachelor,Single,56628,0,1,7,5,1,0,94
1246,70,Bachelor,Married,34026,1,1,2,3,0,0,33
479,46,Bachelor,Married,40049,0,1,3,6,0,0,127
1144,32,Bachelor,Single,34176,1,0,3,4,0,0,50
224,39,Bachelor,Married,19419,1,0,4,3,0,0,58
598,60,Master,Married,82504,0,0,3,7,0,0,615
39,50,Bachelor,Married,81205,0,0,5,7,1,0,1100
2960,29,Master,Single,61618,0,0,3,8,0,0,490
354,64,Master,Single,55284,0,1,7,8,0,0,147
1420,57,Bachelor,Single,49980,0,1,3,5,0,0,68
1905,40,Bachelor,Married,15072,1,0,3,3,0,0,17
2836,46,Bachelor,Single,49166,0,1,5,3,0,0,34
2301,66,PhD,Married,65324,0,1,6,9,0,0,123
1485,63,Master,Married,82347,0,0,7,10,1,0,1101
58,54,PhD,Married,30843,1,1,1,2,1,0,2
688,46,PhD,Married,46374,0,1,7,7,1,0,21
854,41,Bachelor,Single,60474,0,1,10,12,0,0,736
2318,47,Master,Married,38576,0,1,1,3,0,0,7
31,35,Bachelor,Married,55357,1,0,6,11,0,0,264
1900,54,Bachelor,Married,37758,1,1,1,3,0,0,12
1095,31,Master,Married,85710,0,0,6,10,1,0,399
1098,51,Bachelor,Married,23228,1,0,2,3,0,0,26
1489,51,Master,Married,44602,1,1,6,4,0,0,91
565,33,Bachelor,Married,7500,0,0,0,3,0,0,9
77,31,Master,Married,38683,1,0,4,6,0,0,188
86,45,Master,Single,49514,1,0,6,4,0,0,175
166,47,PhD,Married,57906,0,1,4,8,0,0,140
2402,54,Master,Single,43456,0,1,5,8,0,0,104
2296,34,Master,Single,19485,1,0,1,2,0,0,4
1272,42,Bachelor,Married,53172,0,1,2,8,0,0,220
2568,41,Bachelor,Married,30545,1,0,2,3,0,0,46
1826,37,PhD,Married,70123,0,0,5,4,1,0,419
2038,61,Bachelor,Single,62450,0,1,5,4,1,0,376
2654,44,Bachelor,Married,21675,1,0,4,3,0,0,33
1765,39,Master,Single,42395,1,1,3,4,0,0,94
856,42,Master,Married,61346,1,0,5,10,0,0,269
869,67,Bachelor,Married,80812,0,0,4,5,1,0,732
1877,49,Master,Divorced,42835,1,1,6,4,0,0,109
716,37,Bachelor,Married,39922,1,0,3,4,0,0,90
484,64,Master,Single,86424,0,0,6,12,0,0,726
2745,42,Master,Married,17117,1,0,3,3,0,0,91
1972,48,Bachelor,Single,24762,1,0,3,2,1,0,25
1109,45,Bachelor,Married,35797,0,1,2,3,0,0,19
2087,45,Bachelor,Divorced,36627,1,0,0,3,0,0,6
302,39,Master,Married,51111,1,1,2,3,0,0,25
2487,48,PhD,Single,86857,0,0,5,10,0,0,1073
2428,50,PhD,Married,82072,0,0,3,13,0,0,908
339,67,PhD,Single,46231,1,1,6,4,0,0,57
1562,61,Bachelor,Married,42243,1,1,2,3,0,0,2
348,58,Bachelor,Married,51195,1,1,9,5,0,0,252
3012,42,Master,Single,68092,0,0,2,10,0,0,345
631,47,Bachelor,Married,31814,1,0,2,3,1,0,27
2664,55,Master,Widow,51390,1,1,5,5,0,0,90
2314,37,Bachelor,Married,76630,0,0,3,11,0,0,517
1039,29,Diploma,Single,26868,1,0,1,2,0,0,9
1066,77,PhD,Divorced,48948,0,0,7,5,1,0,374
787,48,PhD,Single,55260,0,1,8,5,0,0,72
1229,64,Bachelor,Married,64090,0,1,6,4,0,0,295
1330,62,Bachelor,Divorced,78331,0,1,10,7,0,0,652
458,46,PhD,Married,37087,1,0,4,8,0,0,204
2670,34,Bachelor,Divorced,21846,1,0,4,3,0,0,41
2052,62,Bachelor,Married,81320,0,0,4,10,0,0,585
1200,50,Bachelor,Divorced,54137,0,1,4,4,0,0,11
2160,53,Bachelor,Married,66825,0,0,4,6,0,0,535
667,47,Bachelor,Married,57100,0,0,3,6,0,0,129
1904,51,Bachelor,Married,58917,1,1,4,6,0,0,96
421,43,Bachelor,Single,85072,0,0,3,10,0,0,677
1813,59,Bachelor,Single,86429,0,0,7,7,1,0,930
2487,49,Bachelor,Widow,45684,1,0,1,2,0,0,16
1928,46,Bachelor,Married,47889,1,0,2,3,0,0,29
972,34,PhD,Married,45921,0,0,2,6,0,0,82
2151,54,PhD,Single,78420,0,0,3,8,0,0,793
474,28,Bachelor,Married,75114,0,0,3,5,0,0,598
1622,57,PhD,Widow,52278,0,1,10,10,0,0,71
257,48,Master,Married,35641,1,0,3,4,0,0,78
2554,26,Bachelor,Single,95529,0,0,7,7,1,0,1169
1703,66,Bachelor,Married,62820,0,0,3,6,0,0,464
2414,60,Master,Married,73113,0,0,3,7,0,0,223
1354,38,PhD,Married,84169,0,0,7,6,1,0,422
1580,66,Master,Single,42607,0,1,3,7,0,0,115
2509,66,PhD,Single,74637,0,0,6,9,1,0,674
1710,65,PhD,Married,46015,1,1,1,3,1,0,2
1839,27,Bachelor,Single,72354,0,0,2,6,0,0,719
2198,51,Master,Single,39858,1,0,2,4,0,0,47
1597,72,PhD,Married,34469,1,1,1,4,0,0,26
1798,34,Bachelor,Married,83033,1,0,11,10,1,0,767
883,41,Master,Married,24401,0,0,6,6,0,0,255
298,42,Bachelor,Married,77583,0,0,4,9,1,0,657
1318,38,Master,Single,74116,0,0,4,10,1,0,960
702,27,Bachelor,Single,74293,0,0,5,6,0,0,580
1602,44,PhD,Married,68397,0,1,6,5,0,0,563
2772,46,PhD,Married,79632,0,0,6,9,0,0,609
1402,31,Bachelor,Single,46107,1,0,1,4,0,0,52
340,69,PhD,Single,64950,0,1,11,10,1,0,84
1208,31,Diploma,Married,25443,1,0,1,3,0,0,15
386,68,Bachelor,Single,75127,0,0,2,5,0,0,386
2764,49,PhD,Married,32892,1,0,3,3,0,0,17
171,49,Bachelor,Married,71796,0,0,9,4,0,0,499
421,50,PhD,Married,67536,0,1,11,11,1,0,470
1845,49,Bachelor,Single,55239,0,1,7,11,0,0,278
2236,45,PhD,Divorced,60554,1,0,8,9,0,0,193
417,68,Master,Single,64831,1,1,6,5,0,0,410
2792,58,PhD,Married,56067,0,1,7,7,0,0,82
112,37,Bachelor,Divorced,82025,0,0,3,6,1,0,752
503,67,Bachelor,Married,94384,0,0,5,5,1,0,974
2432,34,Diploma,Single,14906,0,0,2,3,0,0,28
1202,33,PhD,Married,51563,0,0,4,10,1,0,48
